token,log_name,scenario_type,frame_index,timestamp_us,dt_s,ego_rear_x,ego_rear_y,ego_heading,ego_center_x,ego_center_y,ego_vx,ego_vy,object_count,vehicles_raw_count,vehicles_in_frame_count,vehicles_kept_count,vehicles_dropped_by_cap,pedestrians_raw_count,pedestrians_in_frame_count,pedestrians_kept_count,pedestrians_dropped_by_cap,static_objects_raw_count,static_objects_in_frame_count,static_objects_kept_count,static_objects_dropped_by_cap
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,58,1631558770599630,0.050043,331242.2977904385,4690936.880150246,-2.1243050148527067,331241.52977890114,4690935.637298977,8.450876748751021,0.23564750110907173,30,4,4,4,0,6,3,3,0,4,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,59,1631558770649677,0.050047,331242.08419623977,4690936.534561851,-2.124325505747994,331241.31615923543,4690935.291726319,8.443540207890795,0.20429718852113535,30,4,4,4,0,6,3,3,0,4,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,60,1631558770699725,0.050048,331241.8699773993,4690936.1926547745,-2.124528875639242,331241.1016876555,4690934.949975464,8.453415147067972,0.19413695259865912,30,4,4,4,0,6,3,3,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,61,1631558770749771,0.050046,331241.6514415322,4690935.842277307,-2.124368542906301,331240.8833510404,4690934.599474831,8.450916182893954,0.20887451415466696,30,4,4,4,0,6,3,3,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,62,1631558770799817,0.050046,331241.4354310045,4690935.495165032,-2.1245727424604772,331240.66708674905,4690934.252519425,8.460136188357044,0.21565522067436946,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,63,1631558770849863,0.050046,331241.215931126,4690935.145796298,-2.12458588651601,331240.4475705372,4690933.90316079,8.466739658331202,0.21837545153614826,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,64,1631558770899908,0.050045,331241.0011943769,4690934.799081498,-2.124098896823244,331240.2334390299,4690933.556071954,8.45905927443028,0.21594184580516912,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,65,1631558770949949,0.050041,331240.78910582856,4690934.458201781,-2.124392418808314,331240.020985664,4690933.215417643,8.450162101068242,0.19958288844767852,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,66,1631558770999989,0.05004,331240.5689060024,4690934.1127886195,-2.124397358150397,331239.8007796993,4690932.870008276,8.446377274960856,0.18769651575408478,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,67,1631558771050026,0.050037,331240.3514877232,4690933.766808707,-2.125102835231613,331239.5824848583,4690932.524570568,8.431004178177304,0.1938477949930705,31,4,4,4,0,6,4,4,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,68,1631558771100060,0.050034,331240.1375568559,4690933.425952927,-2.125844663277487,331239.36763267557,4690932.184285598,8.414758112546608,0.23483067065948435,31,4,4,4,0,6,5,5,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,69,1631558771150084,0.050024,331239.92187412083,4690933.078703114,-2.1262577582577746,331239.15143707965,4690931.837353942,8.414026365103135,0.24111086751537247,31,4,4,4,0,6,5,5,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,70,1631558771200102,0.050018,331239.7116741485,4690932.743987453,-2.126972744991367,331238.94034975616,4690931.503189451,8.416548832185391,0.22641149888435572,31,4,4,4,0,6,5,5,0,5,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,71,1631558771250111,0.050009,331239.4967779456,4690932.40016559,-2.1274135594560355,331238.7249066665,4690931.15970772,8.424407074425249,0.19194209158212494,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,72,1631558771300112,0.050001,331239.2788523119,4690932.055622814,-2.1280327237863945,331238.5062131335,4690930.815643096,8.429036178731206,0.16142546462432802,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,73,1631558771350104,0.049992,331239.05908821814,4690931.712177313,-2.128233448717812,331238.2862001605,4690930.472352709,8.420023820623296,0.14917044245593802,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,74,1631558771400093,0.049989,331238.8493559784,4690931.379431189,-2.1284106256343684,331238.07624826464,4690930.139743541,8.41901566472422,0.15987427148373284,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,75,1631558771450077,0.049984,331238.63546618307,4690931.035778501,-2.1279910625302296,331237.8628786645,4690929.795766596,8.409625008956905,0.19389216733695777,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,76,1631558771500059,0.049982,331238.42711305857,4690930.698626124,-2.1273670235234587,331237.65529950615,4690929.458132335,8.407706759448219,0.23827229550248546,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,77,1631558771550044,0.049985,331238.2165230291,4690930.350193506,-2.1268066315255036,331237.44540476066,4690929.109267394,8.405809647211946,0.2572601991246333,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,78,1631558771600029,0.049985,331238.0076499134,4690930.007894161,-2.126315305875863,331237.2371414368,4690928.766589329,8.402485903529104,0.18960835945642415,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,79,1631558771650010,0.049981,331237.7942424798,4690929.665178265,-2.1251235562234116,331237.02521387464,4690928.422956062,8.392467346428303,0.15259594728384016,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,80,1631558771699993,0.049983,331237.5876683936,4690929.331440691,-2.124988221157011,331236.8188079117,4690928.089114422,8.390624620558066,0.1833545108916815,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,81,1631558771749976,0.049983,331237.3745707385,4690928.988849547,-2.124670655889093,331236.6061048151,4690927.746279176,8.386796148508404,0.22071426428854476,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,82,1631558771799963,0.049987,331237.16079846583,4690928.6434516935,-2.123672592761913,331236.3935730886,4690927.400114965,8.401829295491646,0.2749481547446924,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,83,1631558771849948,0.049985,331236.9523186274,4690928.302453462,-2.1223921645914956,331236.186685882,4690927.058135376,8.397080444523619,0.3132249735236623,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,84,1631558771899933,0.049985,331236.7436325593,4690927.952392383,-2.1220505934427742,331235.97842488176,4690926.707812851,8.400835915422292,0.3239109255062827,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,85,1631558771949910,0.049977,331236.5385890928,4690927.607364969,-2.1213612427305852,331235.7742395488,4690926.362258237,8.411748298554112,0.2613178624433352,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,86,1631558771999885,0.049975,331236.3292141663,4690927.260419634,-2.121043337056615,331235.56526048743,4690926.015069974,8.426817186134794,0.15695506299591447,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,87,1631558772049853,0.049968,331236.12027148757,4690926.922376934,-2.120918407576914,331235.3564733955,4690925.676931843,8.415355316396074,0.10054749711447705,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,88,1631558772099828,0.049975,331235.903390078,4690926.572469156,-2.119639844978973,331235.1411849893,4690925.326048519,8.428030561132037,0.1177742627039622,30,4,4,4,0,6,5,5,0,4,3,3,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,89,1631558772149810,0.049982,331235.69222829305,4690926.227280508,-2.118829296397677,331234.9310337391,4690924.980242477,8.432200087042432,0.17780437955002074,31,4,4,4,0,6,5,5,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,90,1631558772199798,0.049988,331235.48426307057,4690925.882917364,-2.1180117285045266,331234.72408830916,4690924.635257422,8.441698401641702,0.2484306309574678,31,4,4,4,0,6,5,5,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,91,1631558772249787,0.049989,331235.27318254317,4690925.529647998,-2.1170711970310125,331234.51418158127,4690924.281273639,8.450802664693065,0.2535675774411832,31,4,4,4,0,6,5,5,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,92,1631558772299769,0.049982,331235.06247405946,4690925.18258398,-2.116259461633306,331234.30448669713,4690923.933593925,8.430567355261063,0.2119250211958349,31,4,4,4,0,6,5,5,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,93,1631558772349746,0.049977,331234.8554425072,4690924.84327983,-2.116293554435147,331234.09741256374,4690923.594315617,8.437442127866134,0.18998011815245075,30,4,4,4,0,6,5,5,0,4,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,94,1631558772399722,0.049976,331234.6417809376,4690924.500100164,-2.1174748705236075,331233.8822761019,4690923.252032295,8.441849143773098,0.18024645099888872,30,4,4,4,0,6,5,5,0,4,4,4,0
