token,log_name,scenario_type,track_token,actor_type,first_frame,last_frame,observed_frames,max_consecutive_frames,observation_gap_count,unique_detection_tokens,detection_token_changes,unique_runtime_track_ids,category_changes,first_timestamp_us,last_timestamp_us,kept_frames,cap_excluded_frames,outside_frame_frames
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,58bb88b33d9f5613,PEDESTRIAN,0,100,101,101,0,101,100,1,0,1631558767700274,1631558772699622,58,0,43
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,3718f754436e5286,TRAFFIC_CONE,0,49,50,50,0,50,49,1,0,1631558767700274,1631558770149369,0,0,50
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,2e58314fa3d65afb,TRAFFIC_CONE,0,59,60,60,0,60,59,1,0,1631558767700274,1631558770649677,60,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,ea98623cc56155d1,TRAFFIC_CONE,0,43,44,44,0,44,43,1,0,1631558767700274,1631558769849330,44,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,318922b9c4da5aae,TRAFFIC_CONE,0,100,101,101,0,101,100,1,0,1631558767700274,1631558772699622,101,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,5f7de5068d6a55f4,TRAFFIC_CONE,0,14,15,15,0,15,14,1,0,1631558767700274,1631558768399949,15,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,6278c45c780c5880,TRAFFIC_CONE,0,31,32,32,0,32,31,1,0,1631558767700274,1631558769249516,32,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,bc32ec41a23d5473,TRAFFIC_CONE,0,27,28,28,0,28,27,1,0,1631558767700274,1631558769049584,28,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,908b8adc75bb5d8a,TRAFFIC_CONE,0,31,32,32,0,32,31,1,0,1631558767700274,1631558769249516,32,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,6adb90a27ce15a63,TRAFFIC_CONE,0,27,28,28,0,28,27,1,0,1631558767700274,1631558769049584,28,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,8578dcc5987756be,TRAFFIC_CONE,0,31,32,32,0,32,31,1,0,1631558767700274,1631558769249516,32,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,0d89f622597a5341,GENERIC_OBJECT,0,12,13,13,0,13,12,1,0,1631558767700274,1631558768300008,13,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,f749006d5e04552d,GENERIC_OBJECT,0,100,101,101,0,101,100,1,0,1631558767700274,1631558772699622,101,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,a98770e93db0543b,GENERIC_OBJECT,0,38,39,39,0,39,38,1,0,1631558767700274,1631558769599393,39,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,55d7f58d83c75d58,VEHICLE,6,100,95,95,0,95,94,1,0,1631558768000164,1631558772699622,0,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,eae5c42d2c945dea,PEDESTRIAN,13,24,12,12,0,12,11,1,0,1631558768349974,1631558768899673,12,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,41f8bda5df3a550e,PEDESTRIAN,24,34,11,11,0,11,10,1,0,1631558768899673,1631558769399471,11,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,b72a764bcee05f8f,PEDESTRIAN,25,100,76,76,0,76,75,1,0,1631558768949640,1631558772699622,13,0,63
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,83630cf3770d5d42,TRAFFIC_CONE,28,42,15,15,0,15,14,1,0,1631558769099563,1631558769799334,15,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,53ecc85463735b74,VEHICLE,29,100,72,72,0,72,71,1,0,1631558769149546,1631558772699622,0,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,ece2bc23dd1c5b88,TRAFFIC_CONE,38,54,17,17,0,17,16,1,0,1631558769599393,1631558770399479,17,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,f8206238a2e75d2a,VEHICLE,46,100,55,55,0,55,54,1,0,1631558769999329,1631558772699622,0,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,afeb4d0dd0555c33,TRAFFIC_CONE,47,100,54,54,0,54,53,1,0,1631558770049337,1631558772699622,54,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,c433d1fe8ac250a3,VEHICLE,58,100,43,43,0,43,42,1,0,1631558770599630,1631558772699622,0,0,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,11b2fa4b21ef5aad,TRAFFIC_CONE,60,70,11,11,0,11,10,1,0,1631558770699725,1631558771200102,0,0,11
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,fb74e38abc8254a4,GENERIC_OBJECT,62,92,31,31,0,31,30,1,0,1631558770799817,1631558772299769,0,0,31
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,d789521ce41a50e7,GENERIC_OBJECT,89,100,12,12,0,12,11,1,0,1631558772149810,1631558772699622,12,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,9560ab1065565f1e,VEHICLE,0,22,23,23,0,23,22,1,0,1630694760950056,1630694762049955,0,0,23
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,0edf2ac0970a5a84,VEHICLE,0,12,13,13,0,13,12,1,0,1630694760950056,1630694761550166,0,0,13
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f4406eea909b524c,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,7a09869ff9cf5aa5,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,0a0f6fd57b075c5f,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,af3c2bb3b7285160,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,59,0,41
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,0280bd942c445786,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,161491972d575feb,VEHICLE,0,90,91,91,0,91,90,1,0,1630694760950056,1630694765450320,0,0,91
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,64eebd3dbd685274,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,100
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2161cf13274d5d87,VEHICLE,0,86,87,87,0,87,86,1,0,1630694760950056,1630694765250310,0,0,87
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e19fe1b019195395,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,3287d7b1f05753df,VEHICLE,0,89,90,90,0,90,89,1,0,1630694760950056,1630694765400324,0,0,90
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,b281196361c952b7,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,100,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,0772f661c9ec5440,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f69ff20176dd5cf7,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,100,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,ccd83f0d77d05043,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,ec8c95d73a675520,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,b9e75652065d5e91,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,4da273f8c93452d3,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,62177873ba775eb7,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,8d20d8d7838b56c3,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,7a41315d9e945ad2,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,7d8e426480455823,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,87dc72b526ed5bd5,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,d22f58223c84565f,VEHICLE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,8d655a612f935d72,PEDESTRIAN,0,37,38,38,0,38,37,1,0,1630694760950056,1630694762799666,0,0,38
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,d1d78b456a625659,PEDESTRIAN,0,40,41,41,0,41,40,1,0,1630694760950056,1630694762949625,0,0,41
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,881b8c5daee85ef9,PEDESTRIAN,0,5,6,6,0,6,5,1,0,1630694760950056,1630694761200153,0,0,6
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,c7462c96a8665c21,PEDESTRIAN,0,8,9,9,0,9,8,1,0,1630694760950056,1630694761350176,0,0,9
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,6269583179955238,PEDESTRIAN,0,33,34,34,0,34,33,1,0,1630694760950056,1630694762599722,0,0,34
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e68805d5e28b5c16,PEDESTRIAN,0,34,35,35,0,35,34,1,0,1630694760950056,1630694762649710,0,0,35
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f3a3e466310c5f14,PEDESTRIAN,0,52,53,53,0,53,52,1,0,1630694760950056,1630694763549484,0,0,53
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e25619a440fb5522,PEDESTRIAN,0,38,39,39,0,39,38,1,0,1630694760950056,1630694762849652,0,0,39
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,a0a2a8e7427e5028,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,29,0,71
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,aea0cc9e4ae55046,PEDESTRIAN,0,38,39,39,0,39,38,1,0,1630694760950056,1630694762849652,0,0,39
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,ea7992a745655312,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,82,1,17
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,21bcf16e2d085734,PEDESTRIAN,0,35,36,36,0,36,35,1,0,1630694760950056,1630694762699695,0,0,36
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,629df6a444035456,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,100,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,8810ff1aa0e45597,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,100,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,0cd5ec885c015698,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,87,9,4
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2ae274f20cac5a7e,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,94,2,4
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,cad5d8db9b5c5438,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,79,0,21
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,76d8e40497705f56,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,81,0,19
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,cc78f20f8c1355b4,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,4,4,92
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,982126be98105315,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,79,0,21
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,03a2d11291145afb,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,63,0,37
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,d19cd070bd5150c1,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,73,9,18
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e20e462d48585c56,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,63,6,31
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,da8e94ff644b5bf1,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,37,0,63
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,d57ba5bc9d735cc6,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,35,1,64
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,88e49424231658f3,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,73,11,16
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,4af7f07d453056f7,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,91,0,9
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,bb3bd1a36d765605,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,80,0,20
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,a9c514ee0783544b,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,27,0,73
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,b8d68e0f12f853a0,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,2,0,98
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,8a7530d9f9bb502b,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,65,17,18
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,18822dc8f7675024,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,47,0,53
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,70d3ede6b92257eb,PEDESTRIAN,0,23,24,24,0,24,23,1,0,1630694760950056,1630694762099922,0,0,24
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,76908890e2fb5405,PEDESTRIAN,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,0,0,100
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,1e80e6c425ec5773,TRAFFIC_CONE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,58,0,42
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,722a2e27b02c5c83,TRAFFIC_CONE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,60,0,40
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,5efb355ea26353f6,TRAFFIC_CONE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,56,0,44
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,40a5a67f008c54db,TRAFFIC_CONE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,58,0,42
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e60e32ed6d1b5a3f,TRAFFIC_CONE,0,99,100,100,0,100,99,1,0,1630694760950056,1630694765900223,86,0,14
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,53557dfa8c9f57bd,TRAFFIC_CONE,0,11,12,12,0,12,11,1,0,1630694760950056,1630694761500174,0,0,12
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,e187d756fc6c5ff3,GENERIC_OBJECT,0,30,31,31,0,31,30,1,0,1630694760950056,1630694762449766,31,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,eb282a71346959f2,GENERIC_OBJECT,0,70,71,71,0,71,70,1,0,1630694760950056,1630694764449797,71,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,b9d4612baee45574,PEDESTRIAN,8,38,31,31,0,31,30,1,0,1630694761350176,1630694762849652,0,0,31
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,ba6a8fcf2076524b,PEDESTRIAN,11,99,89,89,0,89,88,1,0,1630694761500174,1630694765900223,27,0,62
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f74b85a2aa395e27,VEHICLE,12,16,5,5,0,5,4,1,0,1630694761550166,1630694761750117,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,685a12fb1c785ad3,TRAFFIC_CONE,21,99,79,79,0,79,78,1,0,1630694761999988,1630694765900223,0,0,79
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,4338abe62ce55b88,PEDESTRIAN,22,99,78,78,0,78,77,1,0,1630694762049955,1630694765900223,0,0,78
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,102401da48e55d7b,TRAFFIC_CONE,22,99,78,78,0,78,77,1,0,1630694762049955,1630694765900223,0,0,78
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,877de2f1a95c50dd,VEHICLE,24,26,3,3,0,3,2,1,0,1630694762149895,1630694762249848,0,0,0
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2272e09edc015025,PEDESTRIAN,25,99,75,75,0,75,74,1,0,1630694762199871,1630694765900223,0,0,75
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2fc597aaf3705164,BARRIER,26,99,74,74,0,74,73,1,0,1630694762249848,1630694765900223,0,0,74
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,5417641dcf155e04,VEHICLE,28,49,22,22,0,22,21,1,0,1630694762349803,1630694763399510,0,0,22
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f7ea547be1a15fe6,PEDESTRIAN,28,99,72,72,0,72,71,1,0,1630694762349803,1630694765900223,47,0,25
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,f7d04dd721a552c2,PEDESTRIAN,28,99,72,72,0,72,71,1,0,1630694762349803,1630694765900223,18,9,45
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,d8382a4654375233,TRAFFIC_CONE,29,99,71,71,0,71,70,1,0,1630694762399784,1630694765900223,0,0,71
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2bf2acf900bd509e,PEDESTRIAN,30,99,70,70,0,70,69,1,0,1630694762449766,1630694765900223,63,0,7
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,3b9161e47d665263,PEDESTRIAN,31,99,69,69,0,69,68,1,0,1630694762499749,1630694765900223,50,0,19
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,24cdbc8c16815e79,TRAFFIC_CONE,34,99,66,66,0,66,65,1,0,1630694762649710,1630694765900223,0,0,66
