token,log_name,scenario_type,frame_index,timestamp_us,track_token,event,previous_status,current_status
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,33,1631558769349488,1ba702d36592563c,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,33,1631558769349488,6748e8377bd85449,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,35,1631558769449453,41f8bda5df3a550e,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,38,1631558769599393,b72a764bcee05f8f,spatial_exit,kept,outside_frame
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,38,1631558769599393,ece2bc23dd1c5b88,observation_appearance_censored,,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,39,1631558769649371,a98770e93db0543b,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,43,1631558769849330,58bb88b33d9f5613,spatial_entry,outside_frame,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,43,1631558769849330,83630cf3770d5d42,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,44,1631558769899328,8eca84f796535028,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,44,1631558769899328,ea98623cc56155d1,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,46,1631558769999329,f8206238a2e75d2a,observation_appearance_censored,,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,47,1631558770049337,afeb4d0dd0555c33,observation_appearance_censored,,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,49,1631558770149369,80e601a289e059ae,spatial_entry,outside_frame,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,50,1631558770199388,3718f754436e5286,observation_disappearance_unknown_cause,outside_frame,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,55,1631558770449513,1725e5ee51ad5122,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,55,1631558770449513,ece2bc23dd1c5b88,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,57,1631558770549587,73df8f1832c25ce6,spatial_entry,outside_frame,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,58,1631558770599630,c433d1fe8ac250a3,observation_appearance_censored,,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,60,1631558770699725,11b2fa4b21ef5aad,observation_appearance_censored,,outside_frame
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,60,1631558770699725,2e58314fa3d65afb,observation_disappearance_unknown_cause,kept,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,62,1631558770799817,8c2c8e2771e55995,spatial_entry,outside_frame,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,62,1631558770799817,fb74e38abc8254a4,observation_appearance_censored,,outside_frame
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,68,1631558771100060,7aee7178fb835f1b,spatial_entry,outside_frame,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,71,1631558771250111,11b2fa4b21ef5aad,observation_disappearance_unknown_cause,outside_frame,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,89,1631558772149810,d789521ce41a50e7,observation_appearance_censored,,kept
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,93,1631558772349746,2073097594a45370,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,93,1631558772349746,fb74e38abc8254a4,observation_disappearance_unknown_cause,outside_frame,
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,98,1631558772599656,55f91d6188715b68,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,2,1630694761050105,e19fe1b019195395,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,6,1630694761250161,881b8c5daee85ef9,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,7,1630694761300170,ccd83f0d77d05043,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,8,1630694761350176,b9d4612baee45574,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,9,1630694761400178,4af7f07d453056f7,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,9,1630694761400178,62177873ba775eb7,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,9,1630694761400178,c7462c96a8665c21,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,11,1630694761500174,ba6a8fcf2076524b,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,12,1630694761550166,53557dfa8c9f57bd,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,12,1630694761550166,f74b85a2aa395e27,observation_appearance_censored,,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,13,1630694761600155,0edf2ac0970a5a84,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,14,1630694761650144,e60e32ed6d1b5a3f,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,17,1630694761800099,f4406eea909b524c,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,17,1630694761800099,f74b85a2aa395e27,observation_disappearance_unknown_cause,raw_drivable_area_exclusion,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,19,1630694761900049,76d8e40497705f56,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,20,1630694761950020,bb3bd1a36d765605,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,21,1630694761999988,0a0f6fd57b075c5f,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,21,1630694761999988,685a12fb1c785ad3,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,21,1630694761999988,982126be98105315,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,21,1630694761999988,cad5d8db9b5c5438,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,22,1630694762049955,102401da48e55d7b,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,22,1630694762049955,4338abe62ce55b88,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,23,1630694762099922,9560ab1065565f1e,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,24,1630694762149895,70d3ede6b92257eb,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,24,1630694762149895,877de2f1a95c50dd,observation_appearance_censored,,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,25,1630694762199871,2272e09edc015025,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,25,1630694762199871,4da273f8c93452d3,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,26,1630694762249848,2fc597aaf3705164,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,26,1630694762249848,b9e75652065d5e91,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,27,1630694762299825,877de2f1a95c50dd,observation_disappearance_unknown_cause,raw_drivable_area_exclusion,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,28,1630694762349803,5417641dcf155e04,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,28,1630694762349803,f7d04dd721a552c2,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,28,1630694762349803,f7ea547be1a15fe6,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,29,1630694762399784,a0a2a8e7427e5028,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,29,1630694762399784,d8382a4654375233,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,30,1630694762449766,2bf2acf900bd509e,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,31,1630694762499749,3b9161e47d665263,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,31,1630694762499749,e187d756fc6c5ff3,observation_disappearance_unknown_cause,kept,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,34,1630694762649710,0280bd942c445786,spatial_exit,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,34,1630694762649710,24cdbc8c16815e79,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,34,1630694762649710,6269583179955238,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,35,1630694762699695,e68805d5e28b5c16,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,36,1630694762749680,21bcf16e2d085734,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,37,1630694762799666,03a2d11291145afb,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,37,1630694762799666,2bf2acf900bd509e,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,38,1630694762849652,8d655a612f935d72,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,38,1630694762849652,dc997ee8f54b5df7,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,39,1630694762899638,aea0cc9e4ae55046,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,39,1630694762899638,b9d4612baee45574,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,39,1630694762899638,e25619a440fb5522,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,41,1630694762999613,87dc72b526ed5bd5,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,41,1630694762999613,8d20d8d7838b56c3,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,41,1630694762999613,d1d78b456a625659,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,43,1630694763099586,90907c9b5d1f52f1,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,44,1630694763149572,f39a680a1f265b5b,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,46,1630694763249546,be51ec9515ae5508,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,47,1630694763299532,4cac674431a05fc4,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,49,1630694763399510,a21876c0ff065ca4,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,49,1630694763399510,fb1b3d1a284153e6,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,50,1630694763449502,3b9161e47d665263,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,50,1630694763449502,5417641dcf155e04,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,50,1630694763449502,fd1b659cdac05e4b,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,51,1630694763499494,a7b015cd9a675a18,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,52,1630694763549484,be51ec9515ae5508,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,52,1630694763549484,e81bc2cf1e3850d7,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,53,1630694763599476,18822dc8f7675024,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,53,1630694763599476,f3a3e466310c5f14,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,53,1630694763599476,f7ea547be1a15fe6,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,55,1630694763699467,7a41315d9e945ad2,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,56,1630694763749469,5ba40f6cf7095e31,observation_appearance_censored,,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,56,1630694763749469,5efb355ea26353f6,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,56,1630694763749469,7d8e426480455823,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,58,1630694763849488,1e80e6c425ec5773,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,58,1630694763849488,2236573297925bfc,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,58,1630694763849488,40a5a67f008c54db,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,59,1630694763899502,7d969c040c8e59a5,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,59,1630694763899502,a7b015cd9a675a18,observation_disappearance_unknown_cause,outside_frame,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,59,1630694763899502,af3c2bb3b7285160,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,60,1630694763949519,5ba40f6cf7095e31,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,60,1630694763949519,722a2e27b02c5c83,spatial_exit,kept,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,60,1630694763949519,c03f97b2dd575da3,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,60,1630694763949519,ed2546c638a854db,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,61,1630694763999538,ebacbf905a9552e6,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,62,1630694764049561,aa35e1fbb3c45db0,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,63,1630694764099589,da8e94ff644b5bf1,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,63,1630694764099589,e20e462d48585c56,capacity_exclusion,kept,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,64,1630694764149618,02d456d04458513f,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,64,1630694764149618,5d2c867db7645403,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,64,1630694764149618,d57ba5bc9d735cc6,spatial_entry,outside_frame,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,65,1630694764199647,5e4555ba328d5e2e,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,65,1630694764199647,8a7530d9f9bb502b,capacity_exclusion,kept,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,65,1630694764199647,d57ba5bc9d735cc6,capacity_readmission,cap_excluded,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,66,1630694764249677,4aaf3070a8a65bf6,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,68,1630694764349740,615b10d9f36e5e6c,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,68,1630694764349740,ed1160ddd82a573d,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,69,1630694764399769,dc380fe2cb4a5f39,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,69,1630694764399769,e20e462d48585c56,spatial_exit,cap_excluded,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,70,1630694764449797,d22f58223c84565f,spatial_entry,raw_drivable_area_exclusion,raw_drivable_area_exclusion
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,71,1630694764499825,6b1dff67aa2f5631,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,71,1630694764499825,eb282a71346959f2,observation_disappearance_unknown_cause,kept,
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,88e49424231658f3,capacity_exclusion,kept,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,943e4038fb8e5015,observation_appearance_censored,,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,a9c514ee0783544b,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,ba6a8fcf2076524b,spatial_entry,outside_frame,kept
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,d19cd070bd5150c1,capacity_exclusion,kept,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,73,1630694764599888,f7d04dd721a552c2,spatial_entry,outside_frame,cap_excluded
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,74,1630694764649920,316c819ce8b557a4,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,75,1630694764699951,b5f0f4bf735c5d57,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,75,1630694764699951,cd42a134080f5275,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,79,1630694764900081,7cf5e12381e05d97,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,80,1630694764950121,4d596850304d50cb,observation_appearance_censored,,outside_frame
fe7e24ace398541f,2021.09.03.18.32.35_veh-39_00559_01142,traversing_crosswalk,81,1630694765000162,8f0fabb76b105d61,observation_appearance_censored,,kept
