token,scenario_type,log_name,path,actor_category,raw_count,in_frame_count,kept_count,dropped_outside_frame,dropped_by_cap,cap,overflow,d_K,d_first_drop,boundary_gap,actual_processed_valid_count,native_in_frame_count,in_frame_agreement,count_agreement,ordering_agreement,mask_agreement,speed_clipping_agreement,legacy_count_agreement,raw_dtype,predicted_dtype,processed_dtype,max_abs_error,mean_abs_error,x_error,x_mean_error,y_error,y_mean_error,heading_error,heading_mean_error,width_error,width_mean_error,length_error,length_mean_error,speed_error,speed_mean_error
502735bde99f5261,medium_magnitude_speed,2021.06.09.18.19.00_veh-26_00255_00884,2021.06.09.18.19.00_veh-26_00255_00884/medium_magnitude_speed/502735bde99f5261/sledge_raw.gz,pedestrians,53,16,16,37,0,20,-4,26.89372444152832,,,16,16,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502735bde99f5261,medium_magnitude_speed,2021.06.09.18.19.00_veh-26_00255_00884,2021.06.09.18.19.00_veh-26_00255_00884/medium_magnitude_speed/502735bde99f5261/sledge_raw.gz,static_objects,130,27,27,103,0,30,-3,36.34339904785156,,,27,27,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
0a9f2fe0f32a518f,following_lane_without_lead,2021.08.23.16.53.37_veh-08_00016_00648,2021.08.23.16.53.37_veh-08_00016_00648/following_lane_without_lead/0a9f2fe0f32a518f/sledge_raw.gz,vehicles,0,0,0,0,0,50,-50,,,,0,0,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a9f2fe0f32a518f,following_lane_without_lead,2021.08.23.16.53.37_veh-08_00016_00648,2021.08.23.16.53.37_veh-08_00016_00648/following_lane_without_lead/0a9f2fe0f32a518f/sledge_raw.gz,pedestrians,0,0,0,0,0,20,-20,,,,0,0,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a9f2fe0f32a518f,following_lane_without_lead,2021.08.23.16.53.37_veh-08_00016_00648,2021.08.23.16.53.37_veh-08_00016_00648/following_lane_without_lead/0a9f2fe0f32a518f/sledge_raw.gz,static_objects,0,0,0,0,0,30,-30,,,,0,0,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
f5bf080381d956b3,unknown,2021.09.29.02.20.31_veh-49_00890_01332,2021.09.29.02.20.31_veh-49_00890_01332/unknown/f5bf080381d956b3/sledge_raw.gz,vehicles,2,1,1,1,0,50,-49,12.134990692138672,,,1,1,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5bf080381d956b3,unknown,2021.09.29.02.20.31_veh-49_00890_01332,2021.09.29.02.20.31_veh-49_00890_01332/unknown/f5bf080381d956b3/sledge_raw.gz,pedestrians,0,0,0,0,0,20,-20,,,,0,0,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f5bf080381d956b3,unknown,2021.09.29.02.20.31_veh-49_00890_01332,2021.09.29.02.20.31_veh-49_00890_01332/unknown/f5bf080381d956b3/sledge_raw.gz,static_objects,7,4,4,3,0,30,-26,34.3790168762207,,,4,4,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
04e0da9207525ddd,near_pedestrian_on_crosswalk,2021.06.10.11.53.36_veh-26_05717_06297,2021.06.10.11.53.36_veh-26_05717_06297/near_pedestrian_on_crosswalk/04e0da9207525ddd/sledge_raw.gz,vehicles,9,6,6,3,0,50,-44,29.0000057220459,,,6,6,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04e0da9207525ddd,near_pedestrian_on_crosswalk,2021.06.10.11.53.36_veh-26_05717_06297,2021.06.10.11.53.36_veh-26_05717_06297/near_pedestrian_on_crosswalk/04e0da9207525ddd/sledge_raw.gz,pedestrians,95,45,20,50,25,20,25,19.035907745361328,19.047569274902344,0.011661529541015625,20,45,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04e0da9207525ddd,near_pedestrian_on_crosswalk,2021.06.10.11.53.36_veh-26_05717_06297,2021.06.10.11.53.36_veh-26_05717_06297/near_pedestrian_on_crosswalk/04e0da9207525ddd/sledge_raw.gz,static_objects,99,27,27,72,0,30,-3,29.80225372314453,,,27,27,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
4e58ad5f157b51c4,on_pickup_dropoff,2021.06.16.17.52.52_veh-47_00659_00976,2021.06.16.17.52.52_veh-47_00659_00976/on_pickup_dropoff/4e58ad5f157b51c4/sledge_raw.gz,vehicles,27,10,10,17,0,50,-40,36.36565399169922,,,10,10,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e58ad5f157b51c4,on_pickup_dropoff,2021.06.16.17.52.52_veh-47_00659_00976,2021.06.16.17.52.52_veh-47_00659_00976/on_pickup_dropoff/4e58ad5f157b51c4/sledge_raw.gz,pedestrians,71,37,20,34,17,20,17,12.454793930053711,12.515591621398926,0.060797691345214844,20,37,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4e58ad5f157b51c4,on_pickup_dropoff,2021.06.16.17.52.52_veh-47_00659_00976,2021.06.16.17.52.52_veh-47_00659_00976/on_pickup_dropoff/4e58ad5f157b51c4/sledge_raw.gz,static_objects,159,48,30,111,18,30,18,20.709569931030273,21.153053283691406,0.4434833526611328,30,48,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
488e24e10d4d567a,unknown,2021.06.09.14.58.55_veh-35_00193_01084,2021.06.09.14.58.55_veh-35_00193_01084/unknown/488e24e10d4d567a/sledge_raw.gz,vehicles,17,6,6,11,0,50,-44,31.924667358398438,,,6,6,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488e24e10d4d567a,unknown,2021.06.09.14.58.55_veh-35_00193_01084,2021.06.09.14.58.55_veh-35_00193_01084/unknown/488e24e10d4d567a/sledge_raw.gz,pedestrians,68,28,20,40,8,20,8,27.19919776916504,27.209476470947266,0.010278701782226562,20,28,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488e24e10d4d567a,unknown,2021.06.09.14.58.55_veh-35_00193_01084,2021.06.09.14.58.55_veh-35_00193_01084/unknown/488e24e10d4d567a/sledge_raw.gz,static_objects,125,50,30,75,20,30,20,23.398876190185547,23.81004524230957,0.41116905212402344,30,50,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
e865db169bd65e71,near_pedestrian_on_crosswalk,2021.07.13.17.36.53_veh-26_02506_02964,2021.07.13.17.36.53_veh-26_02506_02964/near_pedestrian_on_crosswalk/e865db169bd65e71/sledge_raw.gz,vehicles,37,5,5,32,0,50,-45,38.958251953125,,,5,5,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e865db169bd65e71,near_pedestrian_on_crosswalk,2021.07.13.17.36.53_veh-26_02506_02964,2021.07.13.17.36.53_veh-26_02506_02964/near_pedestrian_on_crosswalk/e865db169bd65e71/sledge_raw.gz,pedestrians,93,40,20,53,20,20,20,17.611249923706055,17.818363189697266,0.20711326599121094,20,40,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e865db169bd65e71,near_pedestrian_on_crosswalk,2021.07.13.17.36.53_veh-26_02506_02964,2021.07.13.17.36.53_veh-26_02506_02964/near_pedestrian_on_crosswalk/e865db169bd65e71/sledge_raw.gz,static_objects,175,46,30,129,16,30,16,25.18348503112793,25.613313674926758,0.4298286437988281,30,46,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
dcc95368ffc35c6f,traversing_pickup_dropoff,2021.05.21.13.41.26_veh-12_01917_02165,2021.05.21.13.41.26_veh-12_01917_02165/traversing_pickup_dropoff/dcc95368ffc35c6f/sledge_raw.gz,vehicles,26,15,15,11,0,50,-35,30.20705795288086,,,15,15,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dcc95368ffc35c6f,traversing_pickup_dropoff,2021.05.21.13.41.26_veh-12_01917_02165,2021.05.21.13.41.26_veh-12_01917_02165/traversing_pickup_dropoff/dcc95368ffc35c6f/sledge_raw.gz,pedestrians,47,47,20,0,27,20,27,25.6964054107666,26.00882911682129,0.3124237060546875,20,47,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dcc95368ffc35c6f,traversing_pickup_dropoff,2021.05.21.13.41.26_veh-12_01917_02165,2021.05.21.13.41.26_veh-12_01917_02165/traversing_pickup_dropoff/dcc95368ffc35c6f/sledge_raw.gz,static_objects,89,35,30,54,5,30,5,40.58654022216797,41.35661315917969,0.7700729370117188,30,35,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
3bf066d1c94c53f6,on_pickup_dropoff,2021.07.22.21.43.45_veh-35_01163_02859,2021.07.22.21.43.45_veh-35_01163_02859/on_pickup_dropoff/3bf066d1c94c53f6/sledge_raw.gz,vehicles,21,19,19,2,0,50,-31,39.667503356933594,,,19,19,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3bf066d1c94c53f6,on_pickup_dropoff,2021.07.22.21.43.45_veh-35_01163_02859,2021.07.22.21.43.45_veh-35_01163_02859/on_pickup_dropoff/3bf066d1c94c53f6/sledge_raw.gz,pedestrians,25,23,20,2,3,20,3,23.83622932434082,23.857154846191406,0.020925521850585938,20,23,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3bf066d1c94c53f6,on_pickup_dropoff,2021.07.22.21.43.45_veh-35_01163_02859,2021.07.22.21.43.45_veh-35_01163_02859/on_pickup_dropoff/3bf066d1c94c53f6/sledge_raw.gz,static_objects,32,27,27,5,0,30,-3,40.401187896728516,,,27,27,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5bb6dbf7d6bc5a97,on_traffic_light_intersection,2021.07.16.18.06.21_veh-38_02197_03220,2021.07.16.18.06.21_veh-38_02197_03220/on_traffic_light_intersection/5bb6dbf7d6bc5a97/sledge_raw.gz,vehicles,37,7,7,30,0,50,-43,26.490413665771484,,,7,7,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bb6dbf7d6bc5a97,on_traffic_light_intersection,2021.07.16.18.06.21_veh-38_02197_03220,2021.07.16.18.06.21_veh-38_02197_03220/on_traffic_light_intersection/5bb6dbf7d6bc5a97/sledge_raw.gz,pedestrians,90,41,20,49,21,20,21,21.283077239990234,21.515766143798828,0.23268890380859375,20,41,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5bb6dbf7d6bc5a97,on_traffic_light_intersection,2021.07.16.18.06.21_veh-38_02197_03220,2021.07.16.18.06.21_veh-38_02197_03220/on_traffic_light_intersection/5bb6dbf7d6bc5a97/sledge_raw.gz,static_objects,106,38,30,68,8,30,8,23.773042678833008,23.906360626220703,0.1333179473876953,30,38,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5300d5d045e15cf8,on_traffic_light_intersection,2021.06.25.21.24.42_veh-47_02295_03384,2021.06.25.21.24.42_veh-47_02295_03384/on_traffic_light_intersection/5300d5d045e15cf8/sledge_raw.gz,vehicles,36,10,10,26,0,50,-40,24.4849910736084,,,10,10,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5300d5d045e15cf8,on_traffic_light_intersection,2021.06.25.21.24.42_veh-47_02295_03384,2021.06.25.21.24.42_veh-47_02295_03384/on_traffic_light_intersection/5300d5d045e15cf8/sledge_raw.gz,pedestrians,153,41,20,112,21,20,21,25.18733024597168,26.21034049987793,1.02301025390625,20,41,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5300d5d045e15cf8,on_traffic_light_intersection,2021.06.25.21.24.42_veh-47_02295_03384,2021.06.25.21.24.42_veh-47_02295_03384/on_traffic_light_intersection/5300d5d045e15cf8/sledge_raw.gz,static_objects,206,91,30,115,61,30,61,22.70963478088379,22.77475357055664,0.06511878967285156,30,91,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
e03b595396225a4e,low_magnitude_speed,2021.07.21.18.05.12_veh-26_00198_03503,2021.07.21.18.05.12_veh-26_00198_03503/low_magnitude_speed/e03b595396225a4e/sledge_raw.gz,vehicles,31,4,4,27,0,50,-46,35.06100082397461,,,4,4,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e03b595396225a4e,low_magnitude_speed,2021.07.21.18.05.12_veh-26_00198_03503,2021.07.21.18.05.12_veh-26_00198_03503/low_magnitude_speed/e03b595396225a4e/sledge_raw.gz,pedestrians,102,40,20,62,20,20,20,15.072380065917969,18.26224708557129,3.1898670196533203,20,40,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e03b595396225a4e,low_magnitude_speed,2021.07.21.18.05.12_veh-26_00198_03503,2021.07.21.18.05.12_veh-26_00198_03503/low_magnitude_speed/e03b595396225a4e/sledge_raw.gz,static_objects,154,45,30,109,15,30,15,24.989723205566406,25.033832550048828,0.044109344482421875,30,45,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
f6432b3d99395dd2,traversing_pickup_dropoff,2021.05.21.18.27.53_veh-12_00029_00233,2021.05.21.18.27.53_veh-12_00029_00233/traversing_pickup_dropoff/f6432b3d99395dd2/sledge_raw.gz,vehicles,23,14,14,9,0,50,-36,40.15623474121094,,,14,14,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6432b3d99395dd2,traversing_pickup_dropoff,2021.05.21.18.27.53_veh-12_00029_00233,2021.05.21.18.27.53_veh-12_00029_00233/traversing_pickup_dropoff/f6432b3d99395dd2/sledge_raw.gz,pedestrians,64,56,20,8,36,20,36,18.845666885375977,20.037525177001953,1.1918582916259766,20,56,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6432b3d99395dd2,traversing_pickup_dropoff,2021.05.21.18.27.53_veh-12_00029_00233,2021.05.21.18.27.53_veh-12_00029_00233/traversing_pickup_dropoff/f6432b3d99395dd2/sledge_raw.gz,static_objects,37,35,30,2,5,30,5,36.007484436035156,36.01408386230469,0.00659942626953125,30,35,True,True,True,True,True,True,float32,float32,float32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
