token,scenario_type,log_name,path,actor_category,type_source,raw_count,in_frame_count,kept_count,dropped_outside_frame,dropped_by_cap,cap,overflow,d_K,d_first_drop,boundary_gap
02c4035eabfe50fa,near_pedestrian_on_crosswalk,2021.06.09.14.03.17_veh-12_03798_04118,2021.06.09.14.03.17_veh-12_03798_04118/near_pedestrian_on_crosswalk/02c4035eabfe50fa/sledge_raw.gz,static_objects,native_cache_directory,207,64,30,143,34,30,34,21.440685272216797,22.060749053955078,0.6200637817382812
ff80176d2b9355e9,near_pedestrian_on_crosswalk,2021.07.17.22.20.17_veh-12_01115_01404,2021.07.17.22.20.17_veh-12_01115_01404/near_pedestrian_on_crosswalk/ff80176d2b9355e9/sledge_raw.gz,vehicles,native_cache_directory,32,18,18,14,0,50,-32,40.84075927734375,,
ff80176d2b9355e9,near_pedestrian_on_crosswalk,2021.07.17.22.20.17_veh-12_01115_01404,2021.07.17.22.20.17_veh-12_01115_01404/near_pedestrian_on_crosswalk/ff80176d2b9355e9/sledge_raw.gz,pedestrians,native_cache_directory,74,54,20,20,34,20,34,13.324026107788086,13.86758041381836,0.5435543060302734
ff80176d2b9355e9,near_pedestrian_on_crosswalk,2021.07.17.22.20.17_veh-12_01115_01404,2021.07.17.22.20.17_veh-12_01115_01404/near_pedestrian_on_crosswalk/ff80176d2b9355e9/sledge_raw.gz,static_objects,native_cache_directory,132,68,30,64,38,30,38,24.358219146728516,24.58017921447754,0.22196006774902344
a07a36ce0b5b573e,near_pedestrian_on_crosswalk,2021.05.18.14.29.38_veh-24_04251_04515,2021.05.18.14.29.38_veh-24_04251_04515/near_pedestrian_on_crosswalk/a07a36ce0b5b573e/sledge_raw.gz,vehicles,native_cache_directory,17,6,6,11,0,50,-44,28.03048324584961,,
a07a36ce0b5b573e,near_pedestrian_on_crosswalk,2021.05.18.14.29.38_veh-24_04251_04515,2021.05.18.14.29.38_veh-24_04251_04515/near_pedestrian_on_crosswalk/a07a36ce0b5b573e/sledge_raw.gz,pedestrians,native_cache_directory,50,16,16,34,0,20,-4,33.17755126953125,,
a07a36ce0b5b573e,near_pedestrian_on_crosswalk,2021.05.18.14.29.38_veh-24_04251_04515,2021.05.18.14.29.38_veh-24_04251_04515/near_pedestrian_on_crosswalk/a07a36ce0b5b573e/sledge_raw.gz,static_objects,native_cache_directory,104,29,29,75,0,30,-1,31.70458221435547,,
6dde75245f375bd3,near_pedestrian_on_crosswalk,2021.06.12.17.37.57_veh-47_04934_05336,2021.06.12.17.37.57_veh-47_04934_05336/near_pedestrian_on_crosswalk/6dde75245f375bd3/sledge_raw.gz,vehicles,native_cache_directory,29,15,15,14,0,50,-35,36.20400619506836,,
6dde75245f375bd3,near_pedestrian_on_crosswalk,2021.06.12.17.37.57_veh-47_04934_05336,2021.06.12.17.37.57_veh-47_04934_05336/near_pedestrian_on_crosswalk/6dde75245f375bd3/sledge_raw.gz,pedestrians,native_cache_directory,58,9,9,49,0,20,-11,25.503353118896484,,
6dde75245f375bd3,near_pedestrian_on_crosswalk,2021.06.12.17.37.57_veh-47_04934_05336,2021.06.12.17.37.57_veh-47_04934_05336/near_pedestrian_on_crosswalk/6dde75245f375bd3/sledge_raw.gz,static_objects,native_cache_directory,64,11,11,53,0,30,-19,27.743406295776367,,
41e47c480f9b56af,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_03481_04053,2021.05.28.17.49.23_veh-47_03481_04053/near_pedestrian_on_crosswalk/41e47c480f9b56af/sledge_raw.gz,vehicles,native_cache_directory,16,5,5,11,0,50,-45,32.34354019165039,,
41e47c480f9b56af,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_03481_04053,2021.05.28.17.49.23_veh-47_03481_04053/near_pedestrian_on_crosswalk/41e47c480f9b56af/sledge_raw.gz,pedestrians,native_cache_directory,7,2,2,5,0,20,-18,10.926591873168945,,
41e47c480f9b56af,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_03481_04053,2021.05.28.17.49.23_veh-47_03481_04053/near_pedestrian_on_crosswalk/41e47c480f9b56af/sledge_raw.gz,static_objects,native_cache_directory,41,20,20,21,0,30,-10,36.942169189453125,,
d787595d0f945028,near_pedestrian_on_crosswalk,2021.08.20.13.00.37_veh-08_01737_02048,2021.08.20.13.00.37_veh-08_01737_02048/near_pedestrian_on_crosswalk/d787595d0f945028/sledge_raw.gz,vehicles,native_cache_directory,8,4,4,4,0,50,-46,20.585140228271484,,
d787595d0f945028,near_pedestrian_on_crosswalk,2021.08.20.13.00.37_veh-08_01737_02048,2021.08.20.13.00.37_veh-08_01737_02048/near_pedestrian_on_crosswalk/d787595d0f945028/sledge_raw.gz,pedestrians,native_cache_directory,6,3,3,3,0,20,-17,28.595458984375,,
d787595d0f945028,near_pedestrian_on_crosswalk,2021.08.20.13.00.37_veh-08_01737_02048,2021.08.20.13.00.37_veh-08_01737_02048/near_pedestrian_on_crosswalk/d787595d0f945028/sledge_raw.gz,static_objects,native_cache_directory,16,9,9,7,0,30,-21,26.76245880126953,,
1704b66e2f0d56df,near_pedestrian_on_crosswalk,2021.05.18.13.20.19_veh-25_00005_00485,2021.05.18.13.20.19_veh-25_00005_00485/near_pedestrian_on_crosswalk/1704b66e2f0d56df/sledge_raw.gz,vehicles,native_cache_directory,29,3,3,26,0,50,-47,17.2255916595459,,
1704b66e2f0d56df,near_pedestrian_on_crosswalk,2021.05.18.13.20.19_veh-25_00005_00485,2021.05.18.13.20.19_veh-25_00005_00485/near_pedestrian_on_crosswalk/1704b66e2f0d56df/sledge_raw.gz,pedestrians,native_cache_directory,99,7,7,92,0,20,-13,15.445170402526855,,
1704b66e2f0d56df,near_pedestrian_on_crosswalk,2021.05.18.13.20.19_veh-25_00005_00485,2021.05.18.13.20.19_veh-25_00005_00485/near_pedestrian_on_crosswalk/1704b66e2f0d56df/sledge_raw.gz,static_objects,native_cache_directory,221,66,30,155,36,30,36,19.715543746948242,20.279556274414062,0.5640125274658203
0afac84495025df7,near_pedestrian_on_crosswalk,2021.06.10.14.11.49_veh-12_01416_01822,2021.06.10.14.11.49_veh-12_01416_01822/near_pedestrian_on_crosswalk/0afac84495025df7/sledge_raw.gz,vehicles,native_cache_directory,38,8,8,30,0,50,-42,40.459381103515625,,
0afac84495025df7,near_pedestrian_on_crosswalk,2021.06.10.14.11.49_veh-12_01416_01822,2021.06.10.14.11.49_veh-12_01416_01822/near_pedestrian_on_crosswalk/0afac84495025df7/sledge_raw.gz,pedestrians,native_cache_directory,125,68,20,57,48,20,48,8.548383712768555,8.664170265197754,0.11578655242919922
0afac84495025df7,near_pedestrian_on_crosswalk,2021.06.10.14.11.49_veh-12_01416_01822,2021.06.10.14.11.49_veh-12_01416_01822/near_pedestrian_on_crosswalk/0afac84495025df7/sledge_raw.gz,static_objects,native_cache_directory,107,44,30,63,14,30,14,24.36750602722168,26.79676055908203,2.4292545318603516
9c72e86fb0065eba,near_pedestrian_on_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/near_pedestrian_on_crosswalk/9c72e86fb0065eba/sledge_raw.gz,vehicles,native_cache_directory,24,15,15,9,0,50,-35,36.130496978759766,,
9c72e86fb0065eba,near_pedestrian_on_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/near_pedestrian_on_crosswalk/9c72e86fb0065eba/sledge_raw.gz,pedestrians,native_cache_directory,116,89,20,27,69,20,69,17.057695388793945,17.450439453125,0.3927440643310547
9c72e86fb0065eba,near_pedestrian_on_crosswalk,2021.07.23.18.59.02_veh-12_01890_03984,2021.07.23.18.59.02_veh-12_01890_03984/near_pedestrian_on_crosswalk/9c72e86fb0065eba/sledge_raw.gz,static_objects,native_cache_directory,118,58,30,60,28,30,28,27.118894577026367,27.125431060791016,0.0065364837646484375
1b2fa07ab9f7537f,near_pedestrian_on_crosswalk,2021.10.01.15.32.11_veh-28_01178_01392,2021.10.01.15.32.11_veh-28_01178_01392/near_pedestrian_on_crosswalk/1b2fa07ab9f7537f/sledge_raw.gz,vehicles,native_cache_directory,8,1,1,7,0,50,-49,30.735803604125977,,
1b2fa07ab9f7537f,near_pedestrian_on_crosswalk,2021.10.01.15.32.11_veh-28_01178_01392,2021.10.01.15.32.11_veh-28_01178_01392/near_pedestrian_on_crosswalk/1b2fa07ab9f7537f/sledge_raw.gz,pedestrians,native_cache_directory,11,7,7,4,0,20,-13,35.49125289916992,,
1b2fa07ab9f7537f,near_pedestrian_on_crosswalk,2021.10.01.15.32.11_veh-28_01178_01392,2021.10.01.15.32.11_veh-28_01178_01392/near_pedestrian_on_crosswalk/1b2fa07ab9f7537f/sledge_raw.gz,static_objects,native_cache_directory,6,5,5,1,0,30,-25,35.4571418762207,,
f27e4bea960054c0,near_pedestrian_on_crosswalk,2021.05.21.11.47.54_veh-27_06305_06546,2021.05.21.11.47.54_veh-27_06305_06546/near_pedestrian_on_crosswalk/f27e4bea960054c0/sledge_raw.gz,vehicles,native_cache_directory,26,8,8,18,0,50,-42,33.653751373291016,,
f27e4bea960054c0,near_pedestrian_on_crosswalk,2021.05.21.11.47.54_veh-27_06305_06546,2021.05.21.11.47.54_veh-27_06305_06546/near_pedestrian_on_crosswalk/f27e4bea960054c0/sledge_raw.gz,pedestrians,native_cache_directory,18,7,7,11,0,20,-13,27.208070755004883,,
f27e4bea960054c0,near_pedestrian_on_crosswalk,2021.05.21.11.47.54_veh-27_06305_06546,2021.05.21.11.47.54_veh-27_06305_06546/near_pedestrian_on_crosswalk/f27e4bea960054c0/sledge_raw.gz,static_objects,native_cache_directory,146,47,30,99,17,30,17,21.965070724487305,22.593502044677734,0.6284313201904297
03508e47fb1e5fe9,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_00304_01082,2021.05.28.17.49.23_veh-47_00304_01082/near_pedestrian_on_crosswalk/03508e47fb1e5fe9/sledge_raw.gz,vehicles,native_cache_directory,35,17,17,18,0,50,-33,34.666378021240234,,
03508e47fb1e5fe9,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_00304_01082,2021.05.28.17.49.23_veh-47_00304_01082/near_pedestrian_on_crosswalk/03508e47fb1e5fe9/sledge_raw.gz,pedestrians,native_cache_directory,51,41,20,10,21,20,21,18.859264373779297,19.047622680664062,0.18835830688476562
03508e47fb1e5fe9,near_pedestrian_on_crosswalk,2021.05.28.17.49.23_veh-47_00304_01082,2021.05.28.17.49.23_veh-47_00304_01082/near_pedestrian_on_crosswalk/03508e47fb1e5fe9/sledge_raw.gz,static_objects,native_cache_directory,79,45,30,34,15,30,15,20.57273292541504,21.413223266601562,0.8404903411865234
6ac4f5a22c9f5624,near_pedestrian_on_crosswalk,2021.08.24.18.30.46_veh-08_00035_01650,2021.08.24.18.30.46_veh-08_00035_01650/near_pedestrian_on_crosswalk/6ac4f5a22c9f5624/sledge_raw.gz,vehicles,native_cache_directory,16,8,8,8,0,50,-42,28.970102310180664,,
6ac4f5a22c9f5624,near_pedestrian_on_crosswalk,2021.08.24.18.30.46_veh-08_00035_01650,2021.08.24.18.30.46_veh-08_00035_01650/near_pedestrian_on_crosswalk/6ac4f5a22c9f5624/sledge_raw.gz,pedestrians,native_cache_directory,4,4,4,0,0,20,-16,29.513412475585938,,
6ac4f5a22c9f5624,near_pedestrian_on_crosswalk,2021.08.24.18.30.46_veh-08_00035_01650,2021.08.24.18.30.46_veh-08_00035_01650/near_pedestrian_on_crosswalk/6ac4f5a22c9f5624/sledge_raw.gz,static_objects,native_cache_directory,5,2,2,3,0,30,-28,22.937747955322266,,
fb01341de3d85e75,near_pedestrian_on_crosswalk,2021.07.07.20.45.06_veh-37_03479_03978,2021.07.07.20.45.06_veh-37_03479_03978/near_pedestrian_on_crosswalk/fb01341de3d85e75/sledge_raw.gz,vehicles,native_cache_directory,53,17,17,36,0,50,-33,42.365379333496094,,
fb01341de3d85e75,near_pedestrian_on_crosswalk,2021.07.07.20.45.06_veh-37_03479_03978,2021.07.07.20.45.06_veh-37_03479_03978/near_pedestrian_on_crosswalk/fb01341de3d85e75/sledge_raw.gz,pedestrians,native_cache_directory,122,70,20,52,50,20,50,11.714456558227539,11.899876594543457,0.18542003631591797
fb01341de3d85e75,near_pedestrian_on_crosswalk,2021.07.07.20.45.06_veh-37_03479_03978,2021.07.07.20.45.06_veh-37_03479_03978/near_pedestrian_on_crosswalk/fb01341de3d85e75/sledge_raw.gz,static_objects,native_cache_directory,172,46,30,126,16,30,16,26.234209060668945,26.407522201538086,0.17331314086914062
30eb1fd966e851c2,near_pedestrian_on_crosswalk,2021.06.17.12.09.32_veh-26_01136_01661,2021.06.17.12.09.32_veh-26_01136_01661/near_pedestrian_on_crosswalk/30eb1fd966e851c2/sledge_raw.gz,vehicles,native_cache_directory,9,2,2,7,0,50,-48,23.893970489501953,,
30eb1fd966e851c2,near_pedestrian_on_crosswalk,2021.06.17.12.09.32_veh-26_01136_01661,2021.06.17.12.09.32_veh-26_01136_01661/near_pedestrian_on_crosswalk/30eb1fd966e851c2/sledge_raw.gz,pedestrians,native_cache_directory,9,5,5,4,0,20,-15,13.361294746398926,,
30eb1fd966e851c2,near_pedestrian_on_crosswalk,2021.06.17.12.09.32_veh-26_01136_01661,2021.06.17.12.09.32_veh-26_01136_01661/near_pedestrian_on_crosswalk/30eb1fd966e851c2/sledge_raw.gz,static_objects,native_cache_directory,22,9,9,13,0,30,-21,33.86175537109375,,
93f9e3a26c5f5c62,near_pedestrian_on_crosswalk,2021.05.19.13.46.13_veh-27_02664_03046,2021.05.19.13.46.13_veh-27_02664_03046/near_pedestrian_on_crosswalk/93f9e3a26c5f5c62/sledge_raw.gz,vehicles,native_cache_directory,12,7,7,5,0,50,-43,38.77080535888672,,
93f9e3a26c5f5c62,near_pedestrian_on_crosswalk,2021.05.19.13.46.13_veh-27_02664_03046,2021.05.19.13.46.13_veh-27_02664_03046/near_pedestrian_on_crosswalk/93f9e3a26c5f5c62/sledge_raw.gz,pedestrians,native_cache_directory,18,8,8,10,0,20,-12,28.26117515563965,,
93f9e3a26c5f5c62,near_pedestrian_on_crosswalk,2021.05.19.13.46.13_veh-27_02664_03046,2021.05.19.13.46.13_veh-27_02664_03046/near_pedestrian_on_crosswalk/93f9e3a26c5f5c62/sledge_raw.gz,static_objects,native_cache_directory,167,53,30,114,23,30,23,18.586008071899414,19.548986434936523,0.9629783630371094
8f6a1bee1ba054af,near_pedestrian_on_crosswalk,2021.10.01.19.16.42_veh-28_00392_00906,2021.10.01.19.16.42_veh-28_00392_00906/near_pedestrian_on_crosswalk/8f6a1bee1ba054af/sledge_raw.gz,vehicles,native_cache_directory,3,3,3,0,0,50,-47,32.38648223876953,,
8f6a1bee1ba054af,near_pedestrian_on_crosswalk,2021.10.01.19.16.42_veh-28_00392_00906,2021.10.01.19.16.42_veh-28_00392_00906/near_pedestrian_on_crosswalk/8f6a1bee1ba054af/sledge_raw.gz,pedestrians,native_cache_directory,24,21,20,3,1,20,1,43.16259002685547,43.47761535644531,0.31502532958984375
8f6a1bee1ba054af,near_pedestrian_on_crosswalk,2021.10.01.19.16.42_veh-28_00392_00906,2021.10.01.19.16.42_veh-28_00392_00906/near_pedestrian_on_crosswalk/8f6a1bee1ba054af/sledge_raw.gz,static_objects,native_cache_directory,17,4,4,13,0,30,-26,35.53021240234375,,
8a60657f23ca52bd,near_pedestrian_on_crosswalk,2021.07.23.21.07.18_veh-47_02121_03205,2021.07.23.21.07.18_veh-47_02121_03205/near_pedestrian_on_crosswalk/8a60657f23ca52bd/sledge_raw.gz,vehicles,native_cache_directory,17,5,5,12,0,50,-45,28.00605583190918,,
8a60657f23ca52bd,near_pedestrian_on_crosswalk,2021.07.23.21.07.18_veh-47_02121_03205,2021.07.23.21.07.18_veh-47_02121_03205/near_pedestrian_on_crosswalk/8a60657f23ca52bd/sledge_raw.gz,pedestrians,native_cache_directory,8,3,3,5,0,20,-17,32.16269302368164,,
8a60657f23ca52bd,near_pedestrian_on_crosswalk,2021.07.23.21.07.18_veh-47_02121_03205,2021.07.23.21.07.18_veh-47_02121_03205/near_pedestrian_on_crosswalk/8a60657f23ca52bd/sledge_raw.gz,static_objects,native_cache_directory,21,18,18,3,0,30,-12,31.050212860107422,,
c511d1d227cb5066,near_pedestrian_on_crosswalk,2021.05.26.17.47.39_veh-25_01560_01735,2021.05.26.17.47.39_veh-25_01560_01735/near_pedestrian_on_crosswalk/c511d1d227cb5066/sledge_raw.gz,vehicles,native_cache_directory,63,29,29,34,0,50,-21,42.93610382080078,,
c511d1d227cb5066,near_pedestrian_on_crosswalk,2021.05.26.17.47.39_veh-25_01560_01735,2021.05.26.17.47.39_veh-25_01560_01735/near_pedestrian_on_crosswalk/c511d1d227cb5066/sledge_raw.gz,pedestrians,native_cache_directory,3,0,0,3,0,20,-20,,,
c511d1d227cb5066,near_pedestrian_on_crosswalk,2021.05.26.17.47.39_veh-25_01560_01735,2021.05.26.17.47.39_veh-25_01560_01735/near_pedestrian_on_crosswalk/c511d1d227cb5066/sledge_raw.gz,static_objects,native_cache_directory,27,1,1,26,0,30,-29,16.091907501220703,,
a0eb377b319d5a65,near_pedestrian_on_crosswalk,2021.09.28.18.22.59_veh-44_00997_01880,2021.09.28.18.22.59_veh-44_00997_01880/near_pedestrian_on_crosswalk/a0eb377b319d5a65/sledge_raw.gz,vehicles,native_cache_directory,8,5,5,3,0,50,-45,36.58373260498047,,
a0eb377b319d5a65,near_pedestrian_on_crosswalk,2021.09.28.18.22.59_veh-44_00997_01880,2021.09.28.18.22.59_veh-44_00997_01880/near_pedestrian_on_crosswalk/a0eb377b319d5a65/sledge_raw.gz,pedestrians,native_cache_directory,3,2,2,1,0,20,-18,26.760692596435547,,
a0eb377b319d5a65,near_pedestrian_on_crosswalk,2021.09.28.18.22.59_veh-44_00997_01880,2021.09.28.18.22.59_veh-44_00997_01880/near_pedestrian_on_crosswalk/a0eb377b319d5a65/sledge_raw.gz,static_objects,native_cache_directory,14,7,7,7,0,30,-23,26.01944351196289,,
ee1068cb683153ee,near_pedestrian_on_crosswalk,2021.06.01.17.27.29_veh-47_04434_04805,2021.06.01.17.27.29_veh-47_04434_04805/near_pedestrian_on_crosswalk/ee1068cb683153ee/sledge_raw.gz,vehicles,native_cache_directory,4,2,2,2,0,50,-48,30.455825805664062,,
ee1068cb683153ee,near_pedestrian_on_crosswalk,2021.06.01.17.27.29_veh-47_04434_04805,2021.06.01.17.27.29_veh-47_04434_04805/near_pedestrian_on_crosswalk/ee1068cb683153ee/sledge_raw.gz,pedestrians,native_cache_directory,18,7,7,11,0,20,-13,25.582319259643555,,
ee1068cb683153ee,near_pedestrian_on_crosswalk,2021.06.01.17.27.29_veh-47_04434_04805,2021.06.01.17.27.29_veh-47_04434_04805/near_pedestrian_on_crosswalk/ee1068cb683153ee/sledge_raw.gz,static_objects,native_cache_directory,20,11,11,9,0,30,-19,41.440216064453125,,
1cf12257fc9c508e,near_pedestrian_on_crosswalk,2021.07.15.16.56.34_veh-12_05887_06757,2021.07.15.16.56.34_veh-12_05887_06757/near_pedestrian_on_crosswalk/1cf12257fc9c508e/sledge_raw.gz,vehicles,native_cache_directory,29,24,24,5,0,50,-26,41.51161193847656,,
1cf12257fc9c508e,near_pedestrian_on_crosswalk,2021.07.15.16.56.34_veh-12_05887_06757,2021.07.15.16.56.34_veh-12_05887_06757/near_pedestrian_on_crosswalk/1cf12257fc9c508e/sledge_raw.gz,pedestrians,native_cache_directory,13,1,1,12,0,20,-19,12.509984016418457,,
1cf12257fc9c508e,near_pedestrian_on_crosswalk,2021.07.15.16.56.34_veh-12_05887_06757,2021.07.15.16.56.34_veh-12_05887_06757/near_pedestrian_on_crosswalk/1cf12257fc9c508e/sledge_raw.gz,static_objects,native_cache_directory,116,49,30,67,19,30,19,21.44175148010254,22.291751861572266,0.8500003814697266
07bf5a2abbf3567a,near_pedestrian_on_crosswalk,2021.06.10.16.35.05_veh-16_02836_03357,2021.06.10.16.35.05_veh-16_02836_03357/near_pedestrian_on_crosswalk/07bf5a2abbf3567a/sledge_raw.gz,vehicles,native_cache_directory,40,6,6,34,0,50,-44,28.110645294189453,,
07bf5a2abbf3567a,near_pedestrian_on_crosswalk,2021.06.10.16.35.05_veh-16_02836_03357,2021.06.10.16.35.05_veh-16_02836_03357/near_pedestrian_on_crosswalk/07bf5a2abbf3567a/sledge_raw.gz,pedestrians,native_cache_directory,52,47,20,5,27,20,27,27.581039428710938,27.6154842376709,0.03444480895996094
07bf5a2abbf3567a,near_pedestrian_on_crosswalk,2021.06.10.16.35.05_veh-16_02836_03357,2021.06.10.16.35.05_veh-16_02836_03357/near_pedestrian_on_crosswalk/07bf5a2abbf3567a/sledge_raw.gz,static_objects,native_cache_directory,81,49,30,32,19,30,19,33.841796875,33.97921371459961,0.13741683959960938
26fa76259bbb506e,near_pedestrian_on_crosswalk,2021.06.10.18.51.11_veh-38_01308_01817,2021.06.10.18.51.11_veh-38_01308_01817/near_pedestrian_on_crosswalk/26fa76259bbb506e/sledge_raw.gz,vehicles,native_cache_directory,23,5,5,18,0,50,-45,31.18616485595703,,
26fa76259bbb506e,near_pedestrian_on_crosswalk,2021.06.10.18.51.11_veh-38_01308_01817,2021.06.10.18.51.11_veh-38_01308_01817/near_pedestrian_on_crosswalk/26fa76259bbb506e/sledge_raw.gz,pedestrians,native_cache_directory,67,33,20,34,13,20,13,21.162784576416016,21.562244415283203,0.3994598388671875
